GCF_000006805.1|VNG_RS05300|WP_010902986.1,1RXV_A,36.735,343,192,8,1,326,1,335,9.44e-60,196,52.77
GCF_000006805.1|VNG_RS05300|WP_010902986.1,3ORY_A,34.650,329,190,7,20,326,33,358,1.27e-52,178,51.06
GCF_000006805.1|VNG_RS05300|WP_010902986.1,1MC8_A,33.136,338,198,8,9,326,8,337,6.98e-51,173,49.70
GCF_000006805.1|VNG_RS05300|WP_010902986.1,2IZO_A,32.743,339,199,8,14,326,10,345,5.38e-50,171,50.74
GCF_000006805.1|VNG_RS05300|WP_010902986.1,1A76_A,34.177,316,195,8,17,326,16,324,5.29e-49,168,52.53
GCF_000006805.1|VNG_RS05300|WP_010902986.1,4WA8_A,36.950,341,187,9,1,320,8,341,1.06e-48,168,52.79
GCF_000006805.1|VNG_RS05300|WP_010902986.1,1B43_A,35.030,334,189,8,13,326,12,337,1.37e-47,164,51.20
GCF_000006805.1|VNG_RS05300|WP_010902986.1,3Q8K_A,30.275,327,212,6,10,324,15,337,6.17e-37,136,48.93
GCF_000006805.1|VNG_RS05300|WP_010902986.1,9RCI_A,30.275,327,212,6,10,324,16,338,6.99e-37,136,48.93
GCF_000006805.1|VNG_RS05300|WP_010902986.1,5FV7_A,30.275,327,212,6,10,324,16,338,8.76e-37,136,48.93
GCF_000006805.1|VNG_RS05300|WP_010902986.1,5ZOD_A,30.625,320,206,6,10,317,16,331,9.46e-37,136,49.06
GCF_000006805.1|VNG_RS05300|WP_010902986.1,5K97_A,29.969,327,213,6,10,324,15,337,1.70e-36,135,48.93
GCF_000006805.1|VNG_RS05300|WP_010902986.1,5UM9_A,29.969,327,213,6,10,324,15,337,1.70e-36,135,48.93
GCF_000006805.1|VNG_RS05300|WP_010902986.1,1UL1_X,30.625,320,206,6,10,317,15,330,2.31e-36,136,49.06
GCF_000006805.1|VNG_RS05300|WP_010902986.1,8YJH_D,30.625,320,206,6,10,317,16,331,2.67e-36,135,49.06
GCF_000006805.1|VNG_RS05300|WP_010902986.1,5KSE_A,29.969,327,213,6,10,324,15,337,1.06e-35,133,48.62
GCF_000006805.1|VNG_RS05300|WP_010902986.1,5ZOG_A,30.312,320,207,6,10,317,16,331,2.82e-35,132,48.75
GCF_000006805.1|VNG_RS05300|WP_010902986.1,4Q0W_A,26.045,311,182,9,20,290,21,323,2.09e-21,95.1,44.05
GCF_000006805.1|VNG_RS05300|WP_010902986.1,4Q0R_A,26.190,294,174,8,20,278,23,308,2.13e-19,89.4,43.54


